# x	y	u	v	mask
  8.4024	  2.7455	 -0.2533	 -0.0520	  1.0000
  8.6718	  2.7455	 -1.4940	  0.1954	  0.0000
  8.9412	  2.7455	  0.0835	 -0.0742	  1.0000
  9.2105	  2.7455	 -0.0042	 -0.0000	  0.0000
  9.4799	  2.7455	  0.2976	 -0.1340	  1.0000
  9.7493	  2.7455	  3.6764	 -0.0564	  0.0000
 10.0186	  2.7455	  3.8235	  0.1187	  0.0000
 10.2880	  2.7455	  4.6270	  0.0613	  0.0000
 10.5574	  2.7455	  4.4154	 -0.0424	  0.0000
 10.8268	  2.7455	  4.4926	  0.2361	  0.0000
 11.0961	  2.7455	  1.4444	 -0.0351	  0.0000
 11.3655	  2.7455	  0.7776	  0.0050	  1.0000
 11.6349	  2.7455	  3.7373	  0.0492	  0.0000
 11.9043	  2.7455	  4.5501	 -0.0826	  0.0000
 12.1736	  2.7455	  4.4278	 -0.0032	  0.0000
 12.4430	  2.7455	 -1.0592	  8.8563	  0.0000
 12.7124	  2.7455	  0.0534	 -0.0826	  0.0000
 12.9818	  2.7455	  4.5270	 -0.0063	  0.0000
 13.2511	  2.7455	 -0.2489	  0.0991	  1.0000
 13.5205	  2.7455	  4.6143	 -0.0058	  0.0000
 13.7899	  2.7455	  1.4499	 -0.0905	  0.0000
 14.0593	  2.7455	  3.8623	 -0.1039	  0.0000
 14.3286	  2.7455	 -0.2262	  0.0069	  0.0000
 14.5980	  2.7455	  1.3208	 -0.1893	  0.0000
 14.8674	  2.7455	  4.5360	  0.1056	  0.0000
 15.1368	  2.7455	  3.7639	 -0.0247	  0.0000
 15.4061	  2.7455	 -0.5862	  0.2294	  1.0000
 15.6755	  2.7455	  4.5501	 -0.0676	  0.0000
 15.9449	  2.7455	 -3.7446	 -0.0732	  0.0000
 16.2143	  2.7455	 -2.7205	  0.0894	  0.0000
 16.4836	  2.7455	 -4.4942	 -0.0000	  0.0000
 16.7530	  2.7455	  0.0579	 -0.0202	  0.0000
 17.0224	  2.7455	 -1.4296	 -0.2281	  0.0000
 17.2918	  2.7455	  4.4946	 -0.0272	  0.0000
 17.5611	  2.7455	  0.5664	 -0.0477	  1.0000
 17.8305	  2.7455	  1.4982	  0.2229	  0.0000
 18.0999	  2.7455	  0.0277	  0.0209	  0.0000
 18.3692	  2.7455	  0.1625	 -0.0700	  1.0000
 18.6386	  2.7455	  0.1372	 -0.2042	  1.0000
 18.9080	  2.7455	 -4.5727	  0.0717	  0.0000
 19.1774	  2.7455	  0.1155	 -0.2775	  1.0000
 19.4467	  2.7455	  4.4875	  0.1981	  0.0000
 19.7161	  2.7455	 -4.2374	 -0.1008	  0.0000
 19.9855	  2.7455	  1.5162	  0.0363	  0.0000
 20.2549	  2.7455	  1.5658	  0.0532	  0.0000
 20.5242	  2.7455	  1.5675	 -0.1430	  0.0000
 20.7936	  2.7455	  4.5782	  0.0660	  0.0000
 21.0630	  2.7455	 -0.0618	 -0.0633	  0.0000
 21.3324	  2.7455	  0.0064	 -0.0468	  1.0000
 21.6017	  2.7455	  4.4530	 -0.0204	  0.0000
 21.8711	  2.7455	  2.6559	  0.1030	  0.0000
 22.1405	  2.7455	  2.7486	  0.2214	  0.0000
 22.4099	  2.7455	  0.7165	 -0.0552	  1.0000
 22.6792	  2.7455	  4.4566	 -0.0351	  0.0000
 22.9486	  2.7455	  3.7838	  0.1249	  0.0000
 23.2180	  2.7455	  3.8034	 -0.1879	  0.0000
 23.4874	  2.7455	  4.5257	 -0.0724	  0.0000
 23.7567	  2.7455	  2.6689	 -0.0158	  0.0000
 24.0261	  2.7455	  3.7856	 -0.0658	  0.0000
 24.2955	  2.7455	  0.3561	  0.2365	  1.0000
 24.5649	  2.7455	  2.6642	 -0.0093	  0.0000
 24.8342	  2.7455	  4.5346	  0.2257	  0.0000
 25.1036	  2.7455	  0.2241	  0.0105	  1.0000
 25.3730	  2.7455	  0.1375	  0.0007	  1.0000
 25.6424	  2.7455	  0.1364	 -0.1722	  1.0000
 25.9117	  2.7455	  4.5132	 -0.0545	  0.0000
 26.1811	  2.7455	 -2.6374	  0.0223	  0.0000
 26.4505	  2.7455	 -4.6951	 -7.7123	  0.0000
 26.7199	  2.7455	  4.5740	  0.0416	  0.0000
 26.9892	  2.7455	 -0.0621	 -0.1089	  1.0000
 27.2586	  2.7455	  3.7606	 -0.1220	  0.0000
 27.5280	  2.7455	  4.5025	 -0.0779	  0.0000
 27.7973	  2.7455	  0.1703	  0.0376	  1.0000
 28.0667	  2.7455	  4.5387	  0.1162	  0.0000
 28.3361	  2.7455	  0.3385	 -0.0114	  1.0000
 28.6055	  2.7455	  0.0196	  0.0073	  0.0000
 28.8748	  2.7455	  4.4647	  0.0481	  0.0000
 29.1442	  2.7455	  2.5035	 -0.1190	  0.0000
 29.4136	  2.7455	  2.6765	 -0.1506	  0.0000
 29.6830	  2.7455	  0.8337	  0.0090	  1.0000
 29.9523	  2.7455	  3.7313	  0.0510	  0.0000
 30.2217	  2.7455	  0.0263	  0.0432	  0.0000
 30.4911	  2.7455	  3.7735	  0.0920	  0.0000
 30.7605	  2.7455	  0.7585	  0.0277	  1.0000
  0.3212	  2.4762	  3.7385	  0.0542	  0.0000
  0.5906	  2.4762	 -0.6204	  0.2766	  1.0000
  0.8599	  2.4762	 -0.3896	  0.2359	  1.0000
  1.1293	  2.4762	 -0.0922	  0.0692	  0.0000
  1.3987	  2.4762	 -0.3753	  0.3987	  1.0000
  1.6680	  2.4762	 -3.6915	  0.1109	  0.0000
  1.9374	  2.4762	 -3.6725	 -0.0006	  0.0000
  2.2068	  2.4762	 -0.6509	  0.4038	  1.0000
  2.4762	  2.4762	  4.5658	 -0.0201	  0.0000
  2.7455	  2.4762	 -0.3696	  0.3267	  1.0000
  3.0149	  2.4762	 -0.3001	  0.3230	  1.0000
  3.2843	  2.4762	 -1.5810	 -0.0690	  0.0000
  3.5537	  2.4762	  1.5902	 -0.2000	  0.0000
  3.8230	  2.4762	 -0.6246	  0.1600	  1.0000
  4.0924	  2.4762	 -0.3845	  0.1531	  1.0000
  4.3618	  2.4762	  3.7962	  0.1023	  0.0000
  4.6312	  2.4762	  4.5124	  0.1235	  0.0000
  4.9005	  2.4762	 -2.6569	  0.0211	  0.0000
  5.1699	  2.4762	  4.5427	 -0.0584	  0.0000
  5.4393	  2.4762	  4.5055	 -0.0323	  0.0000
  5.7087	  2.4762	  0.0103	  0.0283	  0.0000
  5.9780	  2.4762	  0.0000	  0.0707	  0.0000
  6.2474	  2.4762	  8.2076	 -7.8283	  0.0000
  6.5168	  2.4762	 -2.5367	  0.0154	  0.0000
  6.7862	  2.4762	 -1.1768	 -0.2270	  1.0000
  7.0555	  2.4762	 -4.5935	 -0.0663	  0.0000
  7.3249	  2.4762	 -0.2122	  0.2338	  0.0000
  7.5943	  2.4762	 -1.0431	 -0.0572	  1.0000
  7.8637	  2.4762	 -1.2475	 -0.0527	  1.0000
  8.1330	  2.4762	 -1.4175	  0.0591	  0.0000
  8.4024	  2.4762	  3.7130	  0.0251	  0.0000
  8.6718	  2.4762	 -0.2965	 -0.0703	  1.0000
  8.9412	  2.4762	  4.4554	  0.0328	  0.0000
  9.2105	  2.4762	  4.5336	 -0.0803	  0.0000
  9.4799	  2.4762	  4.5570	 -0.0036	  0.0000
  9.7493	  2.4762	  3.6392	 -0.0248	  0.0000
 10.0186	  2.4762	  0.6240	 -0.0890	  1.0000
 10.2880	  2.4762	  4.5195	 -0.0746	  0.0000
 10.5574	  2.4762	  0.6730	 -0.0725	  0.0000
 10.8268	  2.4762	 -1.6306	 -0.0551	  0.0000
 11.0961	  2.4762	  0.4862	 -0.0452	  1.0000
 11.3655	  2.4762	  1.5250	 -0.0047	  0.0000
 11.6349	  2.4762	  0.2136	 -0.0801	  0.0000
 11.9043	  2.4762	  4.4355	 -0.1185	  0.0000
 12.1736	  2.4762	  4.5248	 -0.0034	  0.0000
 12.4430	  2.4762	  0.6559	  0.2042	  1.0000
 12.7124	  2.4762	  4.4465	  0.0911	  0.0000
 12.9818	  2.4762	  4.5865	 -0.0148	  0.0000
 13.2511	  2.4762	  4.5772	 -0.0638	  0.0000
 13.5205	  2.4762	 -2.5570	 -4.5400	  0.0000
 13.7899	  2.4762	 -0.0552	 -0.0000	  0.0000
 14.0593	  2.4762	 -0.4646	  0.1017	  1.0000
 14.3286	  2.4762	  3.6624	 -0.0549	  0.0000
 14.5980	  2.4762	 -1.4854	 -0.0660	  0.0000
 14.8674	  2.4762	  3.8754	 -0.1263	  0.0000
 15.1368	  2.4762	  0.0415	  0.1232	  0.0000
 15.4061	  2.4762	  0.0563	 -0.0430	  0.0000
 15.6755	  2.4762	 -0.0287	  0.0068	  0.0000
 15.9449	  2.4762	 -2.7112	 -0.0492	  0.0000
 16.2143	  2.4762	 -0.0432	  0.0764	  0.0000
 16.4836	  2.4762	  0.0370	  0.1273	  1.0000
 16.7530	  2.4762	 -0.0313	  0.0554	  1.0000
 17.0224	  2.4762	  4.4672	  0.2221	  0.0000
 17.2918	  2.4762	  0.3738	  0.0627	  1.0000
 17.5611	  2.4762	  1.3315	 -0.1321	  0.0000
 17.8305	  2.4762	 -1.4730	  0.0658	  0.0000
 18.0999	  2.4762	  4.5198	  0.0047	  0.0000
 18.3692	  2.4762	  4.7049	  0.0930	  0.0000
 18.6386	  2.4762	  4.5614	 -0.0480	  0.0000
 18.9080	  2.4762	 -4.1314	 -0.2154	  0.0000
 19.1774	  2.4762	  0.0061	 -0.0513	  0.0000
 19.4467	  2.4762	 -0.2258	 -0.4515	  1.0000
 19.7161	  2.4762	  2.6711	 -0.0311	  0.0000
 19.9855	  2.4762	  0.0119	 -0.0175	  0.0000
 20.2549	  2.4762	 -5.6894	 -7.2664	  0.0000
 20.5242	  2.4762	 -0.1690	 -0.2802	  1.0000
 20.7936	  2.4762	 -0.0482	 -0.0151	  0.0000
 21.0630	  2.4762	 -0.4925	 -0.2151	  1.0000
 21.3324	  2.4762	 -0.0716	 -0.0000	  0.0000
 21.6017	  2.4762	  0.3683	 -0.0363	  1.0000
 21.8711	  2.4762	 -4.5018	  0.0669	  0.0000
 22.1405	  2.4762	  4.5710	 -0.0031	  0.0000
 22.4099	  2.4762	  3.7478	 -0.0826	  0.0000
 22.6792	  2.4762	  0.0102	 -0.0391	  0.0000
 22.9486	  2.4762	  0.8132	  0.2555	  1.0000
 23.2180	  2.4762	 -0.0330	  0.1192	  0.0000
 23.4874	  2.4762	  4.5374	  0.0724	  0.0000
 23.7567	  2.4762	 -4.5893	 -0.0464	  0.0000
 24.0261	  2.4762	  0.2489	  0.2881	  1.0000
 24.2955	  2.4762	  0.3890	  0.2891	  1.0000
 24.5649	  2.4762	 -4.6217	 -0.0251	  0.0000
 24.8342	  2.4762	  0.0875	  0.2342	  0.0000
 25.1036	  2.4762	  4.5942	 -0.0000	  0.0000
 25.3730	  2.4762	  4.4767	 -0.2196	  0.0000
 25.6424	  2.4762	 -0.1649	 -0.1165	  1.0000
 25.9117	  2.4762	 -0.1253	 -0.1879	  1.0000
 26.1811	  2.4762	  0.1188	  0.0285	  0.0000
 26.4505	  2.4762	  1.3238	 -0.0000	  0.0000
 26.7199	  2.4762	 -0.0346	 -0.1217	  1.0000
 26.9892	  2.4762	 -0.0029	 -0.1331	  1.0000
 27.2586	  2.4762	 -4.5715	  0.0454	  0.0000
 27.5280	  2.4762	 -2.6486	  0.0509	  0.0000
 27.7973	  2.4762	  0.3007	  0.0341	  1.0000
 28.0667	  2.4762	  4.6048	  0.0753	  0.0000
 28.3361	  2.4762	  0.4078	  0.1013	  1.0000
 28.6055	  2.4762	  0.2029	 -0.1411	  0.0000
 28.8748	  2.4762	  4.4707	 -0.0602	  0.0000
 29.1442	  2.4762	  0.1686	  0.1168	  1.0000
 29.4136	  2.4762	  0.0517	 -0.0655	  0.0000
 29.6830	  2.4762	 -4.5472	 -0.0405	  0.0000
 29.9523	  2.4762	 -4.5381	  0.0490	  0.0000
 30.2217	  2.4762	  0.6874	  0.0018	  1.0000
 30.4911	  2.4762	  4.1356	  0.0168	  0.0000
 30.7605	  2.4762	  3.6812	  0.0053	  0.0000
  0.3212	  2.2068	  0.0264	 -0.1973	  0.0000
  0.5906	  2.2068	 -0.3007	  0.2794	  1.0000
  0.8599	  2.2068	 -0.2303	  0.2394	  1.0000
  1.1293	  2.2068	  1.5550	 -0.0116	  0.0000
  1.3987	  2.2068	 -4.4994	 -0.0436	  0.0000
  1.6680	  2.2068	 -2.7073	 -0.0586	  0.0000
  1.9374	  2.2068	 -1.4637	  0.0089	  0.0000
  2.2068	  2.2068	 -0.3099	  0.2795	  1.0000
  2.4762	  2.2068	 -4.5145	  0.0243	  0.0000
  2.7455	  2.2068	 -4.4584	  0.0635	  0.0000
  3.0149	  2.2068	 -4.5257	 -0.1890	  0.0000
  3.2843	  2.2068	 -1.4730	  0.0507	  0.0000
  3.5537	  2.2068	  0.2157	 -0.2312	  0.0000
  3.8230	  2.2068	 -2.6346	  0.0867	  0.0000
  4.0924	  2.2068	 -2.5685	  0.0079	  0.0000
  4.3618	  2.2068	  0.1144	 -0.1013	  0.0000
  4.6312	  2.2068	 -2.7073	  0.0220	  0.0000
  4.9005	  2.2068	 -1.5107	  0.0589	  0.0000
  5.1699	  2.2068	 -0.1145	  0.1537	  1.0000
  5.4393	  2.2068	 -0.0383	 -0.0768	  0.0000
  5.7087	  2.2068	 -0.0225	  0.0988	  0.0000
  5.9780	  2.2068	 -0.0194	  0.1890	  0.0000
  6.2474	  2.2068	 -4.6608	 -0.0330	  0.0000
  6.5168	  2.2068	  0.0587	 -0.2179	  0.0000
  6.7862	  2.2068	 -1.4881	  0.0724	  0.0000
  7.0555	  2.2068	 -3.7075	  0.0022	  0.0000
  7.3249	  2.2068	 -4.2111	 -0.2177	  0.0000
  7.5943	  2.2068	  0.0282	 -0.0123	  0.0000
  7.8637	  2.2068	 -0.2065	 -0.0231	  0.0000
  8.1330	  2.2068	 -0.6803	  0.0479	  1.0000
  8.4024	  2.2068	 -0.4908	  0.0348	  1.0000
  8.6718	  2.2068	 -3.8178	  0.0068	  0.0000
  8.9412	  2.2068	 -4.5002	 -0.1224	  0.0000
  9.2105	  2.2068	 -3.7607	 -0.0295	  0.0000
  9.4799	  2.2068	 -1.4886	 -0.0517	  0.0000
  9.7493	  2.2068	 -2.7179	 -0.2365	  0.0000
 10.0186	  2.2068	  0.4260	 -0.2011	  1.0000
 10.2880	  2.2068	  1.5568	  0.0303	  0.0000
 10.5574	  2.2068	 -1.4648	  0.0882	  0.0000
 10.8268	  2.2068	  0.0002	  0.0258	  0.0000
 11.0961	  2.2068	 -0.0293	  0.0025	  0.0000
 11.3655	  2.2068	 -1.4132	  0.2319	  0.0000
 11.6349	  2.2068	  3.7906	  0.0223	  0.0000
 11.9043	  2.2068	  0.0573	  0.2050	  1.0000
 12.1736	  2.2068	  0.1347	  0.2079	  1.0000
 12.4430	  2.2068	 -4.4754	  0.0919	  0.0000
 12.7124	  2.2068	 -4.5473	  0.0338	  0.0000
 12.9818	  2.2068	 -2.6614	  0.0423	  0.0000
 13.2511	  2.2068	  1.5065	 -0.0095	  0.0000
 13.5205	  2.2068	 -2.5696	 -0.0000	  0.0000
 13.7899	  2.2068	 -2.6996	 -0.0002	  0.0000
 14.0593	  2.2068	 -4.6053	 -0.1163	  0.0000
 14.3286	  2.2068	 -0.3338	  0.0493	  1.0000
 14.5980	  2.2068	  1.3364	  9.3705	  0.0000
 14.8674	  2.2068	 -4.5523	  0.0786	  0.0000
 15.1368	  2.2068	 -0.1005	  0.1526	  1.0000
 15.4061	  2.2068	 -4.4520	  0.0211	  0.0000
 15.6755	  2.2068	  1.4641	 -0.1492	  0.0000
 15.9449	  2.2068	 -0.3054	  0.0994	  1.0000
 16.2143	  2.2068	 -4.5941	  0.0532	  0.0000
 16.4836	  2.2068	 -4.4824	 -0.0428	  0.0000
 16.7530	  2.2068	 -1.5036	  0.0603	  0.0000
 17.0224	  2.2068	 -0.2585	  0.1000	  1.0000
 17.2918	  2.2068	 -1.3297	  0.0036	  0.0000
 17.5611	  2.2068	  3.5413	 -2.2800	  0.0000
 17.8305	  2.2068	  0.0518	 -0.0297	  0.0000
 18.0999	  2.2068	  0.0003	 -0.0351	  0.0000
 18.3692	  2.2068	 -0.2062	  0.0060	  0.0000
 18.6386	  2.2068	 -4.5134	 -0.0359	  0.0000
 18.9080	  2.2068	 -0.2073	 -0.0000	  0.0000
 19.1774	  2.2068	 -1.6246	  0.0598	  0.0000
 19.4467	  2.2068	 -4.4302	  0.0908	  0.0000
 19.7161	  2.2068	  1.4746	 -0.1111	  0.0000
 19.9855	  2.2068	 -1.4271	 -0.0230	  0.0000
 20.2549	  2.2068	 -4.4791	  0.1003	  0.0000
 20.5242	  2.2068	 -0.2502	 -0.2414	  1.0000
 20.7936	  2.2068	  0.0037	 -0.0180	  0.0000
 21.0630	  2.2068	 -0.4848	 -0.1773	  1.0000
 21.3324	  2.2068	  0.0000	 -0.0949	  0.0000
 21.6017	  2.2068	 -4.5905	  0.0701	  0.0000
 21.8711	  2.2068	 -3.7556	 -0.0695	  0.0000
 22.1405	  2.2068	  0.4540	 -0.0211	  1.0000
 22.4099	  2.2068	 -0.2381	  0.2118	  0.0000
 22.6792	  2.2068	 -4.5022	 -0.1913	  0.0000
 22.9486	  2.2068	 -1.5717	  0.0126	  0.0000
 23.2180	  2.2068	 -0.0718	  0.0624	  0.0000
 23.4874	  2.2068	 -4.5554	 -0.1310	  0.0000
 23.7567	  2.2068	 -4.5325	 -0.0367	  0.0000
 24.0261	  2.2068	  0.0054	  0.0903	  0.0000
 24.2955	  2.2068	  0.0483	 -0.0543	  0.0000
 24.5649	  2.2068	  0.4084	  0.2225	  1.0000
 24.8342	  2.2068	  0.3108	  0.0250	  1.0000
 25.1036	  2.2068	  0.0131	  0.0102	  1.0000
 25.3730	  2.2068	  0.0285	  0.0200	  0.0000
 25.6424	  2.2068	  0.0679	 -0.0854	  0.0000
 25.9117	  2.2068	 -2.5030	 -0.0128	  0.0000
 26.1811	  2.2068	 -1.4371	  0.0138	  0.0000
 26.4505	  2.2068	 -1.4628	  0.0691	  0.0000
 26.7199	  2.2068	 -0.2563	 -0.2358	  1.0000
 26.9892	  2.2068	  3.7781	 -0.0983	  0.0000
 27.2586	  2.2068	 -0.0032	  0.0505	  0.0000
 27.5280	  2.2068	 -3.6849	  0.0477	  0.0000
 27.7973	  2.2068	 -1.4408	  0.0353	  0.0000
 28.0667	  2.2068	 -2.5579	 -0.0092	  0.0000
 28.3361	  2.2068	 -2.6702	  0.0132	  0.0000
 28.6055	  2.2068	 -4.4582	 -0.1291	  0.0000
 28.8748	  2.2068	 -1.5880	  0.0286	  0.0000
 29.1442	  2.2068	 -1.4933	  0.0376	  0.0000
 29.4136	  2.2068	  0.4710	  0.1175	  1.0000
 29.6830	  2.2068	 -1.4739	  0.0187	  0.0000
 29.9523	  2.2068	  0.5818	  0.0173	  1.0000
 30.2217	  2.2068	  0.6868	  0.0243	  1.0000
 30.4911	  2.2068	  0.0190	  0.0338	  0.0000
 30.7605	  2.2068	 -4.5116	  0.0966	  0.0000
  0.3212	  1.9374	 -4.5510	  0.2201	  0.0000
  0.5906	  1.9374	  2.5984	  0.1492	  0.0000
  0.8599	  1.9374	  0.0008	 -0.1042	  0.0000
  1.1293	  1.9374	 -0.0595	  0.2083	  1.0000
  1.3987	  1.9374	 -4.5817	 -0.0599	  0.0000
  1.6680	  1.9374	  2.7178	 -0.0297	  0.0000
  1.9374	  1.9374	 -1.4573	  0.0523	  0.0000
  2.2068	  1.9374	 -2.7272	 -0.0217	  0.0000
  2.4762	  1.9374	 -4.5771	  0.2314	  0.0000
  2.7455	  1.9374	  3.6416	  0.0186	  0.0000
  3.0149	  1.9374	 -4.4896	 -0.0598	  0.0000
  3.2843	  1.9374	 -0.0141	 -0.0191	  0.0000
  3.5537	  1.9374	  0.2154	 -0.1653	  0.0000
  3.8230	  1.9374	  3.5905	  0.0058	  0.0000
  4.0924	  1.9374	 -2.5929	  0.0291	  0.0000
  4.3618	  1.9374	  4.5679	 -0.0687	  0.0000
  4.6312	  1.9374	  0.0420	  0.0503	  0.0000
  4.9005	  1.9374	 -4.5488	  0.0373	  0.0000
  5.1699	  1.9374	  1.4995	 -0.0144	  0.0000
  5.4393	  1.9374	  0.0250	  0.0301	  0.0000
  5.7087	  1.9374	 -0.3370	 -0.1793	  1.0000
  5.9780	  1.9374	  4.6125	  0.0420	  0.0000
  6.2474	  1.9374	 -4.5173	 -0.1304	  0.0000
  6.5168	  1.9374	 -0.1625	 -0.2016	  0.0000
  6.7862	  1.9374	 -4.2478	  0.0317	  0.0000
  7.0555	  1.9374	  1.2297	 -0.0703	  0.0000
  7.3249	  1.9374	 -4.5357	  0.0933	  0.0000
  7.5943	  1.9374	  3.8118	  0.0912	  0.0000
  7.8637	  1.9374	  0.1039	 -0.0810	  0.0000
  8.1330	  1.9374	  0.0363	 -0.0220	  0.0000
  8.4024	  1.9374	 -0.2374	 -0.0431	  0.0000
  8.6718	  1.9374	 -3.7831	  0.2254	  0.0000
  8.9412	  1.9374	 -4.6047	  0.0132	  0.0000
  9.2105	  1.9374	 -0.2360	 -0.2278	  0.0000
  9.4799	  1.9374	  0.0713	 -0.1524	  1.0000
  9.7493	  1.9374	  2.5944	 -0.2381	  0.0000
 10.0186	  1.9374	  2.5482	 -0.0553	  0.0000
 10.2880	  1.9374	 -4.5797	 -0.0389	  0.0000
 10.5574	  1.9374	 -4.5249	  0.0741	  0.0000
 10.8268	  1.9374	  0.3547	 -0.1276	  1.0000
 11.0961	  1.9374	  4.6694	 -0.2198	  0.0000
 11.3655	  1.9374	 -0.0187	 -0.0860	  0.0000
 11.6349	  1.9374	  0.0445	  0.2052	  1.0000
 11.9043	  1.9374	 -1.4136	 -0.0622	  0.0000
 12.1736	  1.9374	 -4.5444	  0.0524	  0.0000
 12.4430	  1.9374	  0.5976	  0.2131	  1.0000
 12.7124	  1.9374	  0.5060	  0.1172	  1.0000
 12.9818	  1.9374	  0.1381	  0.0015	  0.0000
 13.2511	  1.9374	  0.1460	  0.1105	  1.0000
 13.5205	  1.9374	  0.0851	 -0.0764	  1.0000
 13.7899	  1.9374	 -2.5648	 -0.0601	  0.0000
 14.0593	  1.9374	 -4.4760	  0.0669	  0.0000
 14.3286	  1.9374	 -4.5596	  0.0674	  0.0000
 14.5980	  1.9374	 -4.5673	  0.0019	  0.0000
 14.8674	  1.9374	 -4.5278	  0.0472	  0.0000
 15.1368	  1.9374	 -0.2002	  0.1323	  1.0000
 15.4061	  1.9374	 -4.6331	  0.0551	  0.0000
 15.6755	  1.9374	 -1.4402	 -0.0645	  0.0000
 15.9449	  1.9374	  4.5761	  0.0315	  0.0000
 16.2143	  1.9374	 -2.6485	  0.0220	  0.0000
 16.4836	  1.9374	  0.4732	  5.7326	  0.0000
 16.7530	  1.9374	  4.4852	  0.2269	  0.0000
 17.0224	  1.9374	  1.5733	  0.0290	  0.0000
 17.2918	  1.9374	  4.4280	  0.0126	  0.0000
 17.5611	  1.9374	 -2.5835	 -0.0314	  0.0000
 17.8305	  1.9374	  3.6453	  0.2240	  0.0000
 18.0999	  1.9374	  3.6862	 -0.0006	  0.0000
 18.3692	  1.9374	  3.7312	 -0.0150	  0.0000
 18.6386	  1.9374	 -0.3259	 -0.1994	  1.0000
 18.9080	  1.9374	 -0.0392	 -0.0748	  0.0000
 19.1774	  1.9374	  1.5397	  0.2214	  0.0000
 19.4467	  1.9374	  6.8349	 -8.8707	  0.0000
 19.7161	  1.9374	  3.7831	 -0.1163	  0.0000
 19.9855	  1.9374	  4.4893	  0.0365	  0.0000
 20.2549	  1.9374	  3.1994	 -0.2382	  0.0000
 20.5242	  1.9374	 -0.2274	 -0.1758	  1.0000
 20.7936	  1.9374	  4.7041	 -0.1884	  0.0000
 21.0630	  1.9374	 -0.0443	 -0.0750	  0.0000
 21.3324	  1.9374	  0.1199	  0.0090	  1.0000
 21.6017	  1.9374	  3.6972	 -0.0663	  0.0000
 21.8711	  1.9374	  3.6843	  0.0930	  0.0000
 22.1405	  1.9374	  0.7239	  0.0078	  1.0000
 22.4099	  1.9374	  2.6113	  0.0897	  0.0000
 22.6792	  1.9374	  4.5536	 -0.0464	  0.0000
 22.9486	  1.9374	  4.5860	  0.0354	  0.0000
 23.2180	  1.9374	  1.4899	  0.1380	  0.0000
 23.4874	  1.9374	  4.6228	 -0.0456	  0.0000
 23.7567	  1.9374	  4.5873	  0.0130	  0.0000
 24.0261	  1.9374	  3.7630	 -0.0263	  0.0000
 24.2955	  1.9374	 -2.7192	  0.0682	  0.0000
 24.5649	  1.9374	  2.6882	  0.0220	  0.0000
 24.8342	  1.9374	  4.5733	 -0.1072	  0.0000
 25.1036	  1.9374	 -0.0080	  0.0439	  0.0000
 25.3730	  1.9374	 -0.0238	 -0.0319	  0.0000
 25.6424	  1.9374	 -2.6881	 -0.0928	  0.0000
 25.9117	  1.9374	 -1.3906	  0.2474	  0.0000
 26.1811	  1.9374	 -1.4210	  0.2301	  0.0000
 26.4505	  1.9374	 -0.2980	 -0.3803	  1.0000
 26.7199	  1.9374	  4.5499	 -0.0406	  0.0000
 26.9892	  1.9374	 -3.6792	  0.0659	  0.0000
 27.2586	  1.9374	  4.7672	  3.5006	  0.0000
 27.5280	  1.9374	  4.5851	 -0.0142	  0.0000
 27.7973	  1.9374	  4.5580	  0.0632	  0.0000
 28.0667	  1.9374	 -1.5281	  0.0593	  0.0000
 28.3361	  1.9374	  0.2274	  0.1194	  0.0000
 28.6055	  1.9374	  6.7964	  0.4511	  0.0000
 28.8748	  1.9374	 -0.0273	 -0.0152	  0.0000
 29.1442	  1.9374	 -0.0006	 -0.0747	  0.0000
 29.4136	  1.9374	  0.0381	  0.0508	  0.0000
 29.6830	  1.9374	  4.6312	 -0.2137	  0.0000
 29.9523	  1.9374	  0.8850	  0.1186	  1.0000
 30.2217	  1.9374	  4.4586	  0.0434	  0.0000
 30.4911	  1.9374	  0.9810	  0.1439	  1.0000
 30.7605	  1.9374	 -0.0002	  0.0026	  0.0000
  0.3212	  1.6680	 -3.7769	 -0.2196	  0.0000
  0.5906	  1.6680	  4.5425	 -0.0390	  0.0000
  0.8599	  1.6680	  3.7184	  0.0990	  0.0000
  1.1293	  1.6680	 -0.0685	  0.0442	  1.0000
  1.3987	  1.6680	  4.6479	  0.0398	  0.0000
  1.6680	  1.6680	  1.3910	 -0.0393	  0.0000
  1.9374	  1.6680	  0.0445	  0.1920	  1.0000
  2.2068	  1.6680	  6.2037	  8.2458	  0.0000
  2.4762	  1.6680	  0.4739	  4.9869	  0.0000
  2.7455	  1.6680	  4.5623	 -0.0453	  0.0000
  3.0149	  1.6680	 -0.2847	  0.4670	  1.0000
  3.2843	  1.6680	 -0.6379	  0.3001	  1.0000
  3.5537	  1.6680	 -0.6627	  0.4456	  1.0000
  3.8230	  1.6680	  1.4753	  0.0000	  0.0000
  4.0924	  1.6680	  1.4410	  0.0600	  0.0000
  4.3618	  1.6680	 -4.6153	  6.1230	  0.0000
  4.6312	  1.6680	  4.5629	 -0.0259	  0.0000
  4.9005	  1.6680	  4.5236	 -0.0019	  0.0000
  5.1699	  1.6680	  2.7627	 -0.2294	  0.0000
  5.4393	  1.6680	 -4.4363	 -0.1597	  0.0000
  5.7087	  1.6680	 -0.3268	 -0.1866	  1.0000
  5.9780	  1.6680	  4.5765	  0.1023	  0.0000
  6.2474	  1.6680	  1.4532	 -0.2050	  0.0000
  6.5168	  1.6680	 -1.1325	 -0.2464	  1.0000
  6.7862	  1.6680	 -1.1224	 -0.2416	  1.0000
