# x	y	u	v	mask
  0.3212	 30.7605	 -0.1221	 -0.3187	  1.0000
  0.5906	 30.7605	  2.0613	 -3.5053	  0.0000
  0.8599	 30.7605	 -0.5505	 -0.2127	  1.0000
  1.1293	 30.7605	 -0.7313	 -0.1738	  1.0000
  1.3987	 30.7605	 -4.5222	 -0.0765	  0.0000
  1.6680	 30.7605	 -0.9141	 -0.0171	  1.0000
  1.9374	 30.7605	 -0.0650	  0.0929	  0.0000
  2.2068	 30.7605	 -4.5167	  0.0304	  0.0000
  2.4762	 30.7605	 -0.5796	 -0.0074	  1.0000
  2.7455	 30.7605	  1.5142	 -0.0170	  0.0000
  3.0149	 30.7605	 -4.5836	  0.0194	  0.0000
  3.2843	 30.7605	 -0.6718	 -0.2755	  1.0000
  3.5537	 30.7605	 -0.7625	 -0.2838	  1.0000
  3.8230	 30.7605	 -1.1441	 -0.0202	  1.0000
  4.0924	 30.7605	 -1.1235	 -0.0220	  1.0000
  4.3618	 30.7605	  0.0117	 -0.0131	  0.0000
  4.6312	 30.7605	 -4.5337	  0.0648	  0.0000
  4.9005	 30.7605	 -3.7849	  0.0616	  0.0000
  5.1699	 30.7605	 -2.7253	  0.0692	  0.0000
  5.4393	 30.7605	  1.4782	  0.2285	  0.0000
  5.7087	 30.7605	 -0.7319	 -0.1126	  1.0000
  5.9780	 30.7605	 -6.2898	  5.9998	  0.0000
  6.2474	 30.7605	  0.3034	 -0.0873	  1.0000
  6.5168	 30.7605	  0.1290	  0.2306	  0.0000
  6.7862	 30.7605	  1.4540	  0.0344	  0.0000
  7.0555	 30.7605	  4.5724	  0.0001	  0.0000
  7.3249	 30.7605	  1.4249	  0.0287	  0.0000
  7.5943	 30.7605	  1.0214	 -0.3600	  1.0000
  7.8637	 30.7605	  1.0153	 -0.3719	  1.0000
  8.1330	 30.7605	 -4.4843	  0.0295	  0.0000
  8.4024	 30.7605	  4.1697	  0.1346	  0.0000
  8.6718	 30.7605	  0.0112	 -0.0236	  0.0000
  8.9412	 30.7605	 -0.6608	  0.0046	  1.0000
  9.2105	 30.7605	 -4.5443	  0.0273	  0.0000
  9.4799	 30.7605	 -0.7650	 -0.0026	  1.0000
  9.7493	 30.7605	 -1.5083	  0.0113	  0.0000
 10.0186	 30.7605	 -4.5247	  0.0023	  0.0000
 10.2880	 30.7605	 -2.9148	  0.0005	  0.0000
 10.5574	 30.7605	 -4.5848	  0.0748	  0.0000
 10.8268	 30.7605	 -1.9414	 -0.1877	  1.0000
 11.0961	 30.7605	 -0.0395	  0.0091	  0.0000
 11.3655	 30.7605	 -4.7916	 -7.3229	  0.0000
 11.6349	 30.7605	 -4.5058	 -0.0000	  0.0000
 11.9043	 30.7605	  0.1568	 -2.0188	  0.0000
 12.1736	 30.7605	 -0.0084	 -0.0462	  0.0000
 12.4430	 30.7605	 -4.4913	 -0.0587	  0.0000
 12.7124	 30.7605	  4.4328	  0.0789	  0.0000
 12.9818	 30.7605	 -4.4635	 -0.1288	  0.0000
 13.2511	 30.7605	  0.0484	 -0.0255	  0.0000
 13.5205	 30.7605	 -1.4362	 -0.1292	  0.0000
 13.7899	 30.7605	  0.0154	  0.0000	  0.0000
 14.0593	 30.7605	  3.7622	  0.1988	  0.0000
 14.3286	 30.7605	 -2.7074	 -0.0379	  0.0000
 14.5980	 30.7605	 -4.1156	  0.0496	  0.0000
 14.8674	 30.7605	 -1.5098	 -0.1127	  0.0000
 15.1368	 30.7605	 -1.2485	  0.3923	  1.0000
 15.4061	 30.7605	 -0.9825	  0.4188	  1.0000
 15.6755	 30.7605	  4.4111	 -0.2305	  0.0000
 15.9449	 30.7605	 -4.4992	  0.0215	  0.0000
 16.2143	 30.7605	 -0.1970	 -0.2208	  0.0000
 16.4836	 30.7605	 -0.0342	 -0.0000	  0.0000
 16.7530	 30.7605	 -4.5869	  0.0110	  0.0000
 17.0224	 30.7605	  2.6948	 -0.0371	  0.0000
 17.2918	 30.7605	  0.0837	 -0.1812	  1.0000
 17.5611	 30.7605	  4.5949	  0.0457	  0.0000
 17.8305	 30.7605	 -3.7574	  0.0665	  0.0000
 18.0999	 30.7605	  1.5766	 -0.0875	  0.0000
 18.3692	 30.7605	  1.4702	 -0.0000	  0.0000
 18.6386	 30.7605	 -0.0247	  0.0543	  1.0000
 18.9080	 30.7605	 -4.5419	  0.0194	  0.0000
 19.1774	 30.7605	 -1.4688	  0.2232	  0.0000
 19.4467	 30.7605	  3.7103	  0.0404	  0.0000
 19.7161	 30.7605	 -4.5153	  0.0446	  0.0000
 19.9855	 30.7605	  1.5589	  0.0067	  0.0000
 20.2549	 30.7605	 -0.0305	 -0.0116	  0.0000
 20.5242	 30.7605	 -1.4030	  0.0133	  0.0000
 20.7936	 30.7605	  2.5500	  0.0222	  0.0000
 21.0630	 30.7605	 -4.4753	  0.1833	  0.0000
 21.3324	 30.7605	  0.0407	 -0.0236	  0.0000
 21.6017	 30.7605	  1.2158	  0.0713	  1.0000
 21.8711	 30.7605	 -1.4469	  1.9816	  0.0000
 22.1405	 30.7605	 -4.5080	  0.0079	  0.0000
 22.4099	 30.7605	  0.3002	  0.1181	  1.0000
 22.6792	 30.7605	 -3.5464	 -0.2260	  0.0000
 22.9486	 30.7605	 -0.1012	  0.2208	  1.0000
 23.2180	 30.7605	 -0.0757	  0.2199	  1.0000
 23.4874	 30.7605	 -0.4212	  0.2327	  1.0000
 23.7567	 30.7605	  7.7660	  4.5769	  0.0000
 24.0261	 30.7605	 -1.4995	 -0.0661	  0.0000
 24.2955	 30.7605	 -0.0429	  0.2005	  1.0000
 24.5649	 30.7605	 -4.4599	 -0.1287	  0.0000
 24.8342	 30.7605	  0.1244	  0.0096	  0.0000
 25.1036	 30.7605	 -0.0066	 -0.0369	  0.0000
 25.3730	 30.7605	 -4.4187	 -0.0117	  0.0000
 25.6424	 30.7605	  2.6582	  0.2119	  0.0000
 25.9117	 30.7605	 -0.0234	 -0.2052	  0.0000
 26.1811	 30.7605	  0.4591	 -0.0146	  1.0000
 26.4505	 30.7605	  4.4621	 -0.0168	  0.0000
 26.7199	 30.7605	 -4.5484	  0.1479	  0.0000
 26.9892	 30.7605	 -0.0305	 -0.0042	  1.0000
 27.2586	 30.7605	 -4.4810	  0.0434	  0.0000
 27.5280	 30.7605	 -0.7380	 -0.0170	  1.0000
 27.7973	 30.7605	 -2.6134	 -0.0986	  0.0000
 28.0667	 30.7605	 -0.9157	 -0.0942	  1.0000
 28.3361	 30.7605	 -4.5697	 -0.0962	  0.0000
 28.6055	 30.7605	 -4.5281	 -0.2160	  0.0000
 28.8748	 30.7605	 -4.5172	 -0.0775	  0.0000
 29.1442	 30.7605	 -2.7094	  0.0870	  0.0000
 29.4136	 30.7605	 -0.2182	 -0.1037	  1.0000
 29.6830	 30.7605	 -4.4916	  0.0099	  0.0000
 29.9523	 30.7605	 -4.6183	 -0.0682	  0.0000
 30.2217	 30.7605	 -1.5244	  0.2389	  0.0000
 30.4911	 30.7605	  0.1231	 -0.0621	  0.0000
 30.7605	 30.7605	 -0.1475	  0.0038	  0.0000
  0.3212	 30.4911	  4.4384	 -0.0546	  0.0000
  0.5906	 30.4911	  2.7454	 -0.2467	  0.0000
  0.8599	 30.4911	 -0.1849	 -0.1594	  1.0000
  1.1293	 30.4911	 -0.2348	 -0.1315	  1.0000
  1.3987	 30.4911	  2.6638	  0.0992	  0.0000
  1.6680	 30.4911	 -0.4044	 -0.0113	  1.0000
  1.9374	 30.4911	 -2.6997	  0.1078	  0.0000
  2.2068	 30.4911	 -0.4480	  0.0598	  1.0000
  2.4762	 30.4911	  1.5040	  0.0570	  0.0000
  2.7455	 30.4911	  1.5039	 -0.0152	  0.0000
  3.0149	 30.4911	  0.1054	  0.1009	  0.0000
  3.2843	 30.4911	  4.4672	 -0.0000	  0.0000
  3.5537	 30.4911	 -0.2103	 -0.0204	  0.0000
  3.8230	 30.4911	  0.0557	  0.0543	  0.0000
  4.0924	 30.4911	 -9.3180	 -6.4925	  0.0000
  4.3618	 30.4911	 -0.0410	 -0.0976	  0.0000
  4.6312	 30.4911	  2.8408	 -0.0427	  0.0000
  4.9005	 30.4911	  0.2198	 -0.2167	  0.0000
  5.1699	 30.4911	  4.6137	  0.0143	  0.0000
  5.4393	 30.4911	  2.6575	 -0.0084	  0.0000
  5.7087	 30.4911	  4.4036	 -0.0366	  0.0000
  5.9780	 30.4911	  4.5588	  0.0699	  0.0000
  6.2474	 30.4911	  2.6244	 -0.0022	  0.0000
  6.5168	 30.4911	  0.4398	 -0.0846	  1.0000
  6.7862	 30.4911	  0.6122	  0.1676	  1.0000
  7.0555	 30.4911	  4.4601	 -0.0156	  0.0000
  7.3249	 30.4911	 -0.2108	  0.0096	  0.0000
  7.5943	 30.4911	 -0.2044	  0.0217	  0.0000
  7.8637	 30.4911	  0.0032	  0.0313	  0.0000
  8.1330	 30.4911	  4.4161	 -0.0882	  0.0000
  8.4024	 30.4911	  0.2291	 -0.0126	  0.0000
  8.6718	 30.4911	  0.0000	 -0.0000	  0.0000
  8.9412	 30.4911	  1.4291	  0.1345	  0.0000
  9.2105	 30.4911	 -0.0016	 -0.0033	  1.0000
  9.4799	 30.4911	 -4.6405	  0.2117	  0.0000
  9.7493	 30.4911	 -0.1361	 -0.0876	  0.0000
 10.0186	 30.4911	  4.5171	  0.1070	  0.0000
 10.2880	 30.4911	  4.4528	 -0.2279	  0.0000
 10.5574	 30.4911	 -4.6575	  0.0540	  0.0000
 10.8268	 30.4911	 -4.6605	  0.0934	  0.0000
 11.0961	 30.4911	 -0.0230	 -0.0114	  0.0000
 11.3655	 30.4911	  3.6763	 -0.0278	  0.0000
 11.6349	 30.4911	 -0.0659	 -0.0992	  0.0000
 11.9043	 30.4911	  4.4991	 -0.0007	  0.0000
 12.1736	 30.4911	  0.0137	 -0.0080	  0.0000
 12.4430	 30.4911	 -4.7195	  0.0406	  0.0000
 12.7124	 30.4911	  4.5115	  0.0214	  0.0000
 12.9818	 30.4911	  0.0327	  0.0038	  0.0000
 13.2511	 30.4911	  0.0130	 -0.0023	  0.0000
 13.5205	 30.4911	 -1.4228	 -0.0457	  0.0000
 13.7899	 30.4911	  2.5976	 -0.0064	  0.0000
 14.0593	 30.4911	  0.0000	 -0.1887	  0.0000
 14.3286	 30.4911	 -1.3214	 -0.0652	  0.0000
 14.5980	 30.4911	 -0.3194	  0.2966	  1.0000
 14.8674	 30.4911	  0.0492	  0.0115	  0.0000
 15.1368	 30.4911	 -0.9669	  0.3179	  1.0000
 15.4061	 30.4911	 -0.6674	  0.3404	  1.0000
 15.6755	 30.4911	 -0.7675	  0.3288	  1.0000
 15.9449	 30.4911	 -0.9238	  0.3246	  1.0000
 16.2143	 30.4911	  0.0623	  0.2000	  0.0000
 16.4836	 30.4911	 -0.0267	  0.0949	  0.0000
 16.7530	 30.4911	  3.6282	  0.0000	  0.0000
 17.0224	 30.4911	  0.0514	 -0.1374	  1.0000
 17.2918	 30.4911	 -0.0109	 -0.0000	  0.0000
 17.5611	 30.4911	  4.1669	  0.2236	  0.0000
 17.8305	 30.4911	  1.4847	 -0.0271	  0.0000
 18.0999	 30.4911	  1.5061	 -0.0325	  0.0000
 18.3692	 30.4911	  1.5330	  0.0558	  0.0000
 18.6386	 30.4911	  2.7534	 -0.1153	  0.0000
 18.9080	 30.4911	  0.1091	 -0.0189	  0.0000
 19.1774	 30.4911	 -1.4815	  0.0082	  0.0000
 19.4467	 30.4911	  2.7695	 -0.0375	  0.0000
 19.7161	 30.4911	  0.1655	 -0.0133	  1.0000
 19.9855	 30.4911	  4.6134	  0.1087	  0.0000
 20.2549	 30.4911	  4.4423	 -0.0918	  0.0000
 20.5242	 30.4911	 -0.0294	 -0.0670	  0.0000
 20.7936	 30.4911	  1.4989	  0.0550	  0.0000
 21.0630	 30.4911	  1.5710	 -0.0850	  0.0000
 21.3324	 30.4911	  0.0126	 -0.2251	  0.0000
 21.6017	 30.4911	  4.5486	 -0.0643	  0.0000
 21.8711	 30.4911	  2.7964	  0.0189	  0.0000
 22.1405	 30.4911	  1.3913	  0.0565	  0.0000
 22.4099	 30.4911	  1.4634	 -0.0000	  0.0000
 22.6792	 30.4911	  4.5609	  0.2122	  0.0000
 22.9486	 30.4911	  4.5978	  0.0294	  0.0000
 23.2180	 30.4911	 -0.0151	  0.0530	  0.0000
 23.4874	 30.4911	  4.5792	 -0.0170	  0.0000
 23.7567	 30.4911	  0.1016	  0.1826	  1.0000
 24.0261	 30.4911	  1.3119	  0.0167	  0.0000
 24.2955	 30.4911	  0.4712	  0.1632	  1.0000
 24.5649	 30.4911	  4.4868	  0.2105	  0.0000
 24.8342	 30.4911	  0.5247	  0.0191	  1.0000
 25.1036	 30.4911	  1.5053	  0.0564	  0.0000
 25.3730	 30.4911	  0.6671	 -0.0095	  1.0000
 25.6424	 30.4911	 -0.0379	 -0.0835	  0.0000
 25.9117	 30.4911	  0.0000	 -0.0380	  0.0000
 26.1811	 30.4911	  4.4820	  0.0517	  0.0000
 26.4505	 30.4911	  3.9537	 -0.0607	  0.0000
 26.7199	 30.4911	  3.7482	  0.2198	  0.0000
 26.9892	 30.4911	  0.0345	 -0.0939	  0.0000
 27.2586	 30.4911	  2.6161	  0.1017	  0.0000
 27.5280	 30.4911	 -0.1479	 -0.0109	  1.0000
 27.7973	 30.4911	  0.0423	 -0.0293	  1.0000
 28.0667	 30.4911	  0.0046	  0.0546	  0.0000
 28.3361	 30.4911	  0.0678	  0.0477	  0.0000
 28.6055	 30.4911	  4.5686	 -0.2287	  0.0000
 28.8748	 30.4911	 -0.1062	 -0.0647	  1.0000
 29.1442	 30.4911	  0.0960	  0.0700	  0.0000
 29.4136	 30.4911	  3.6939	  0.1441	  0.0000
 29.6830	 30.4911	  1.4814	 -0.0569	  0.0000
 29.9523	 30.4911	  3.7387	  0.0887	  0.0000
 30.2217	 30.4911	  0.3130	 -0.0560	  1.0000
 30.4911	 30.4911	 -0.0342	 -0.0209	  0.0000
 30.7605	 30.4911	  0.4639	 -0.0743	  1.0000
  0.3212	 30.2217	 -0.0289	  0.0058	  0.0000
  0.5906	 30.2217	  3.8470	  0.1006	  0.0000
  0.8599	 30.2217	 -4.5281	 -0.0436	  0.0000
  1.1293	 30.2217	  0.0663	 -0.1014	  1.0000
  1.3987	 30.2217	 -0.3069	 -0.0827	  1.0000
  1.6680	 30.2217	 -4.5524	 -0.0574	  0.0000
  1.9374	 30.2217	  0.0261	  0.0149	  1.0000
  2.2068	 30.2217	  1.4629	  0.0836	  0.0000
  2.4762	 30.2217	  1.4747	  0.0478	  0.0000
  2.7455	 30.2217	  0.0148	 -0.1218	  0.0000
  3.0149	 30.2217	  0.2220	 -0.1654	  0.0000
  3.2843	 30.2217	 -0.1881	 -0.1333	  1.0000
  3.5537	 30.2217	 -0.4728	 -0.1391	  1.0000
  3.8230	 30.2217	 -0.8475	  0.0327	  1.0000
  4.0924	 30.2217	 -0.0006	 -0.0430	  0.0000
  4.3618	 30.2217	  4.5791	  0.0173	  0.0000
  4.6312	 30.2217	 -7.0892	  7.2418	  0.0000
  4.9005	 30.2217	 -0.0697	  0.0012	  0.0000
  5.1699	 30.2217	 -4.6264	 -0.1325	  0.0000
  5.4393	 30.2217	  0.0747	  0.0411	  0.0000
  5.7087	 30.2217	 -1.5325	 -0.0000	  0.0000
  5.9780	 30.2217	 -1.4668	  0.0082	  0.0000
  6.2474	 30.2217	 -4.5127	  0.0120	  0.0000
  6.5168	 30.2217	  0.5411	 -0.0925	  1.0000
  6.7862	 30.2217	  3.6418	 -0.0788	  0.0000
  7.0555	 30.2217	  4.4126	  0.0453	  0.0000
  7.3249	 30.2217	  0.1327	  0.2311	  0.0000
  7.5943	 30.2217	  0.1236	  0.2153	  0.0000
  7.8637	 30.2217	  5.1244	 -5.2826	  0.0000
  8.1330	 30.2217	 -1.4351	 -0.0323	  0.0000
  8.4024	 30.2217	  0.5644	 -0.0490	  1.0000
  8.6718	 30.2217	  4.5441	 -0.0786	  0.0000
  8.9412	 30.2217	 -0.1432	  0.0043	  1.0000
  9.2105	 30.2217	 -4.5067	  0.0221	  0.0000
  9.4799	 30.2217	 -1.5626	  0.0099	  0.0000
  9.7493	 30.2217	  1.5110	 -0.2166	  0.0000
 10.0186	 30.2217	 -0.0582	 -0.0534	  0.0000
 10.2880	 30.2217	 -1.0864	  0.0499	  1.0000
 10.5574	 30.2217	 -4.5238	 -0.2114	  0.0000
 10.8268	 30.2217	 -4.5854	  0.0366	  0.0000
 11.0961	 30.2217	 -8.7583	  1.0870	  0.0000
 11.3655	 30.2217	 -1.4544	 -0.0000	  0.0000
 11.6349	 30.2217	 -0.1070	 -0.0805	  0.0000
 11.9043	 30.2217	  2.6281	 -0.0460	  0.0000
 12.1736	 30.2217	  1.5790	 -0.1281	  0.0000
 12.4430	 30.2217	 -4.5046	  0.0509	  0.0000
 12.7124	 30.2217	  4.5340	 -0.0885	  0.0000
 12.9818	 30.2217	  1.4990	 -0.2314	  0.0000
 13.2511	 30.2217	  4.5879	  0.0670	  0.0000
 13.5205	 30.2217	  0.9912	  0.1104	  1.0000
 13.7899	 30.2217	  4.4249	 -0.0465	  0.0000
 14.0593	 30.2217	  4.5830	  0.0004	  0.0000
 14.3286	 30.2217	 -3.7717	  0.0859	  0.0000
 14.5980	 30.2217	  0.0033	  0.0522	  0.0000
 14.8674	 30.2217	  4.5973	 -0.0020	  0.0000
 15.1368	 30.2217	 -1.4453	  0.0819	  0.0000
 15.4061	 30.2217	 -1.3827	 -0.0146	  0.0000
 15.6755	 30.2217	 -4.4962	 -0.0126	  0.0000
 15.9449	 30.2217	 -4.4608	  0.0273	  0.0000
 16.2143	 30.2217	 -0.2317	  0.2342	  1.0000
 16.4836	 30.2217	 -4.5330	  0.1261	  0.0000
 16.7530	 30.2217	 -0.0855	  0.0071	  1.0000
 17.0224	 30.2217	  0.2598	 -0.1154	  1.0000
 17.2918	 30.2217	  0.3792	 -0.1289	  1.0000
 17.5611	 30.2217	  0.7299	  0.0145	  1.0000
 17.8305	 30.2217	 -2.6612	 -0.0241	  0.0000
 18.0999	 30.2217	 -2.7527	  0.0354	  0.0000
 18.3692	 30.2217	  4.4861	 -0.0860	  0.0000
 18.6386	 30.2217	  0.5475	  0.0465	  1.0000
 18.9080	 30.2217	 -0.0120	  0.0640	  0.0000
 19.1774	 30.2217	  3.6786	 -0.0726	  0.0000
 19.4467	 30.2217	  2.6490	  0.0989	  0.0000
 19.7161	 30.2217	  4.5125	  0.0041	  0.0000
 19.9855	 30.2217	  0.6862	 -0.0080	  1.0000
 20.2549	 30.2217	 -4.5335	 -0.1891	  0.0000
 20.5242	 30.2217	 -4.4708	  0.1118	  0.0000
 20.7936	 30.2217	  2.6487	 -0.1104	  0.0000
 21.0630	 30.2217	  0.0395	 -0.0512	  0.0000
 21.3324	 30.2217	  4.6754	 -0.2156	  0.0000
 21.6017	 30.2217	  3.7753	  0.0808	  0.0000
 21.8711	 30.2217	  2.7175	  0.0747	  0.0000
 22.1405	 30.2217	  0.9496	  0.0643	  1.0000
 22.4099	 30.2217	  4.4940	 -0.0538	  0.0000
 22.6792	 30.2217	 -2.6786	  0.0662	  0.0000
 22.9486	 30.2217	 -4.7058	  0.0454	  0.0000
 23.2180	 30.2217	  0.0000	  0.0455	  0.0000
 23.4874	 30.2217	 -1.4349	 -0.2166	  0.0000
 23.7567	 30.2217	 -4.6164	  0.0504	  0.0000
 24.0261	 30.2217	  0.6801	  0.1429	  1.0000
 24.2955	 30.2217	 -1.5206	 -0.0380	  0.0000
 24.5649	 30.2217	 -4.5090	 -0.0363	  0.0000
 24.8342	 30.2217	  0.6724	  0.0183	  1.0000
 25.1036	 30.2217	  0.6956	  0.0100	  1.0000
 25.3730	 30.2217	 -2.8326	 -0.2008	  0.0000
 25.6424	 30.2217	  3.9115	 -0.0180	  0.0000
 25.9117	 30.2217	  4.5531	 -0.0312	  0.0000
 26.1811	 30.2217	  0.0293	  0.0060	  0.0000
 26.4505	 30.2217	 -0.1087	 -0.1433	  0.0000
 26.7199	 30.2217	  4.5969	 -0.0279	  0.0000
 26.9892	 30.2217	  0.5560	  0.0059	  1.0000
 27.2586	 30.2217	  2.6863	 -0.2232	  0.0000
 27.5280	 30.2217	  4.4336	  0.2268	  0.0000
 27.7973	 30.2217	 -4.6375	 -0.0112	  0.0000
 28.0667	 30.2217	  2.6391	 -0.2112	  0.0000
 28.3361	 30.2217	 -4.5513	 -0.0559	  0.0000
 28.6055	 30.2217	  4.4431	  0.0221	  0.0000
 28.8748	 30.2217	 -7.8531	 -1.4854	  0.0000
 29.1442	 30.2217	  4.5528	 -0.0483	  0.0000
 29.4136	 30.2217	 -4.4114	 -0.0025	  0.0000
 29.6830	 30.2217	  4.4687	 -0.1205	  0.0000
 29.9523	 30.2217	  4.5385	  0.0092	  0.0000
 30.2217	 30.2217	  1.9788	 -1.0059	  0.0000
 30.4911	 30.2217	  2.6920	  0.0381	  0.0000
 30.7605	 30.2217	 -1.5485	 -0.2158	  0.0000
  0.3212	 29.9523	 -4.4628	  0.0986	  0.0000
  0.5906	 29.9523	 -4.1651	  0.1459	  0.0000
  0.8599	 29.9523	 -0.0819	 -0.1029	  1.0000
  1.1293	 29.9523	 -0.2102	 -0.0834	  1.0000
  1.3987	 29.9523	 -2.6737	  0.0206	  0.0000
  1.6680	 29.9523	  0.0318	  0.0526	  0.0000
  1.9374	 29.9523	 -4.7132	  0.0005	  0.0000
  2.2068	 29.9523	  0.2257	  0.2059	  0.0000
  2.4762	 29.9523	  0.2189	 -0.0153	  0.0000
  2.7455	 29.9523	 -2.6699	 -0.0168	  0.0000
  3.0149	 29.9523	 -1.4270	 -0.1037	  0.0000
  3.2843	 29.9523	 -0.4739	 -0.1221	  1.0000
  3.5537	 29.9523	 -2.6831	  0.0157	  0.0000
  3.8230	 29.9523	 -0.9169	  0.0203	  1.0000
  4.0924	 29.9523	 -1.4185	  0.0161	  0.0000
  4.3618	 29.9523	 -4.5163	 -0.0357	  0.0000
  4.6312	 29.9523	 -1.5401	 -0.0534	  0.0000
  4.9005	 29.9523	 -1.4697	 -0.0463	  0.0000
  5.1699	 29.9523	 -1.5493	 -0.0965	  0.0000
  5.4393	 29.9523	  1.5317	 -0.0124	  0.0000
  5.7087	 29.9523	 -2.7264	 -0.0327	  0.0000
  5.9780	 29.9523	  0.0297	 -0.0815	  1.0000
  6.2474	 29.9523	 -4.4998	  0.0201	  0.0000
  6.5168	 29.9523	 -8.1153	 -8.8207	  0.0000
  6.7862	 29.9523	  0.4018	  0.0886	  1.0000
  7.0555	 29.9523	 -0.0150	 -0.0457	  0.0000
  7.3249	 29.9523	  0.0655	  0.0531	  0.0000
  7.5943	 29.9523	  0.3642	  0.0435	  1.0000
  7.8637	 29.9523	  1.0335	 -5.2346	  0.0000
  8.1330	 29.9523	 -4.4801	  0.2183	  0.0000
  8.4024	 29.9523	 -0.0103	  0.0437	  0.0000
  8.6718	 29.9523	  1.4428	  0.1469	  0.0000
  8.9412	 29.9523	 -2.8064	 -0.1311	  0.0000
  9.2105	 29.9523	 -0.3033	 -0.0129	  1.0000
  9.4799	 29.9523	 -0.3188	 -0.0100	  1.0000
  9.7493	 29.9523	 -4.4632	 -0.1235	  0.0000
 10.0186	 29.9523	 -2.6607	  0.1071	  0.0000
 10.2880	 29.9523	 -1.1976	  0.0336	  1.0000
 10.5574	 29.9523	 -1.4219	  1.5833	  0.0000
 10.8268	 29.9523	 -2.6863	 -0.2154	  0.0000
 11.0961	 29.9523	 -3.6641	 -0.1222	  0.0000
 11.3655	 29.9523	 -1.5251	 -0.0083	  0.0000
 11.6349	 29.9523	 -0.1289	  0.0637	  0.0000
 11.9043	 29.9523	 -4.5049	 -0.2049	  0.0000
 12.1736	 29.9523	 -4.5853	  0.0738	  0.0000
 12.4430	 29.9523	 -4.5053	  0.0037	  0.0000
 12.7124	 29.9523	  0.2201	 -0.0192	  0.0000
 12.9818	 29.9523	 -1.5411	 -0.0635	  0.0000
 13.2511	 29.9523	  4.5398	 -0.0668	  0.0000
 13.5205	 29.9523	 -4.4209	  0.0288	  0.0000
 13.7899	 29.9523	  0.0562	  0.0657	  1.0000
 14.0593	 29.9523	  0.2639	 -0.0922	  1.0000
 14.3286	 29.9523	 -0.1682	 -0.1948	  1.0000
 14.5980	 29.9523	 -4.4461	  0.0257	  0.0000
 14.8674	 29.9523	 -0.1053	 -0.0050	  1.0000
 15.1368	 29.9523	 -4.5448	 -0.0000	  0.0000
 15.4061	 29.9523	  1.6419	  8.7338	  0.0000
 15.6755	 29.9523	 -0.3591	 -0.0262	  1.0000
 15.9449	 29.9523	  0.2164	 -0.0206	  0.0000
 16.2143	 29.9523	 -0.3705	  0.1072	  1.0000
 16.4836	 29.9523	 -4.5324	  0.0621	  0.0000
 16.7530	 29.9523	 -1.4421	 -0.1114	  0.0000
 17.0224	 29.9523	 -0.1276	 -0.1044	  1.0000
 17.2918	 29.9523	 -0.1210	 -0.1147	  1.0000
 17.5611	 29.9523	  0.2692	  0.0104	  1.0000
 17.8305	 29.9523	  4.7398	 -4.5488	  0.0000
 18.0999	 29.9523	  0.2172	  0.0317	  1.0000
 18.3692	 29.9523	 -8.7086	  5.9943	  0.0000
 18.6386	 29.9523	 -2.5633	  0.0981	  0.0000
 18.9080	 29.9523	 -1.4644	 -0.0857	  0.0000
 19.1774	 29.9523	 -4.5373	 -0.2265	  0.0000
 19.4467	 29.9523	  0.0349	  0.0314	  0.0000
 19.7161	 29.9523	 -0.0161	 -0.0841	  0.0000
 19.9855	 29.9523	 -4.1760	  0.0693	  0.0000
 20.2549	 29.9523	  1.5315	  0.0169	  0.0000
 20.5242	 29.9523	  0.0429	 -0.1577	  0.0000
 20.7936	 29.9523	  2.7008	 -0.0283	  0.0000
 21.0630	 29.9523	  0.0125	 -0.0000	  0.0000
 21.3324	 29.9523	  1.5335	  0.0286	  0.0000
 21.6017	 29.9523	  1.4483	  0.0702	  0.0000
 21.8711	 29.9523	  0.5509	 -0.1004	  1.0000
 22.1405	 29.9523	  0.6545	  0.0519	  1.0000
 22.4099	 29.9523	  0.7282	  0.0582	  1.0000
 22.6792	 29.9523	 -4.6094	  0.0346	  0.0000
 22.9486	 29.9523	 -4.5629	  0.0439	  0.0000
 23.2180	 29.9523	 -1.4575	  0.0631	  0.0000
 23.4874	 29.9523	  0.0982	  0.1235	  1.0000
 23.7567	 29.9523	 -1.4616	  0.0437	  0.0000
 24.0261	 29.9523	 -1.4346	  0.0600	  0.0000
 24.2955	 29.9523	 -1.5136	  0.0790	  0.0000
 24.5649	 29.9523	 -4.4360	  0.0213	  0.0000
 24.8342	 29.9523	  2.6189	 -0.1396	  0.0000
 25.1036	 29.9523	  0.4330	  0.0049	  1.0000
 25.3730	 29.9523	  2.7568	  0.0808	  0.0000
 25.6424	 29.9523	  0.6393	 -0.0211	  1.0000
 25.9117	 29.9523	 -0.0687	 -0.0949	  0.0000
 26.1811	 29.9523	 -1.3980	 -0.0301	  0.0000
 26.4505	 29.9523	 -3.8133	  0.0101	  0.0000
 26.7199	 29.9523	 -3.7490	 -0.0443	  0.0000
 26.9892	 29.9523	 -3.7744	  0.0092	  0.0000
 27.2586	 29.9523	  0.0215	 -0.0584	  0.0000
 27.5280	 29.9523	 -2.7740	  0.0098	  0.0000
 27.7973	 29.9523	  0.0000	 -0.0470	  0.0000
 28.0667	 29.9523	  0.1625	  0.0361	  1.0000
 28.3361	 29.9523	 -4.4590	 -0.1928	  0.0000
 28.6055	 29.9523	 -1.4813	  0.0889	  0.0000
 28.8748	 29.9523	  1.4731	  0.0343	  0.0000
 29.1442	 29.9523	 -0.3345	 -0.0083	  1.0000
